plant_genotype	strain	nodule	nodule_raw	nodabove	nodabove_raw	nodred	nodred_raw	weight	weight_raw
A17	3011	-8.34801287093677	33.1666666666667	-0.779513613811619	22.8333333333333	-0.343287652272894	20.8333333333333	-0.0734239451481915	0.2136
A17	3082	-0.746291531172913	32.8333333333333	3.98349259295576	23.1666666666667	8.17979426272942	24.1666666666667	0.0722696438909589	0.350383333333333
A17	3085	-15.0796248645062	18.5	-10.6831740737109	8.5	-2.15353907060391	13.8333333333333	-0.107880356109041	0.170233333333333
R108	1004	-8.28730429544398	9.25	-7.15705272225307	9.25	-6.65674122358639	8.25	0.214123601330924	0.4042
R108	1006	-0.356751328897462	19.75	0.60209037680056	19.75	1.71928966530817	19.75	0.0120302061051829	0.2861
R108	1007	-10.6338237516016	15.5	-9.25005898852704	15.5	-8.21683103331221	15.5	-0.0499063280757687	0.251025
R108	1008	6.17634062158454	12	6.47848255509356	11	6.97961376127526	12	0.0280138429527115	0.13
R108	1020a	21.7490507875275	51	22.7074120004003	51	26.206903791552	51	0.184233359709137	0.4624
R108	1022	-7.66089617430582	24.5	-5.85220835385464	24.5	-6.40295173193259	23	0.11340713774328	0.4412
R108	1023	-2.60675132889746	17.5	-2.64790962319944	16.5	-0.530710334691828	17.5	-0.0407697938948171	0.2333
R108	1025	3.08628758341787	6	3.53810290934849	6	2.58946928475981	3	-0.0333599350814315	0.019
R108	1031	-17.6608961743058	14.5	-15.8522083538546	14.5	-14.9029517319326	14.5	-0.28964286225672	0.03815
R108	1106	-11.6608961743058	20.5	-9.85220835385464	20.5	-8.90295173193259	20.5	0.454233359709137	0.7324
R108	1107	-3.10675132889746	17	-7.64790962319944	11.5	-1.03071033469183	17	-0.250919793894817	0.02315
R108	1149	-9.96785726199049	5	-8.6661958213067	5	-6.78277211248095	5	-0.0700830034433346	0.036
R108	1150	-13.6608961743058	18.5	-11.8522083538546	18.5	-10.9029517319326	18.5	-0.15769286225672	0.1701
R108	1158	0.676340621584538	6.5	1.97848255509356	6.5	1.47961376127526	6.5	0.0576400649185685	0.11
R108	1162	-8.25094921247249	21	-7.2925879995997	21	-24.793096208448	0	-0.30354286225672	0.02425
R108	1163	0.893248671102538	21	1.85209037680056	21	2.96928966530817	21	0.143780206105183	0.41785
R108	1170	1.08628758341787	4	1.53810290934849	4	-0.410530715240186	0	-0.0313599350814315	0.021
R108	1171	-12.6608961743058	19.5	-10.8522083538546	19.5	-24.4029517319326	5	-0.27679286225672	0.051
R108	1180	-10.6067513288975	9.5	-10.6479096231994	8.5	-8.53071033469183	9.5	0.0503802061051829	0.32445
R108	1183	29.8391038256942	62	26.6477916461454	57	28.5970482680674	58	0.50910713774328	0.8369
