plant_genotype	strain	nodule	nodule_raw	nodabove	nodabove_raw	nodred	nodred_raw	weight	weight_raw
A17	1751	6.23035549070523	35.5	1.63891887347997	18.6666666666667	8.66846555837921	22.6666666666667	-0.0614534337365575	0.20775
A17	1760	16.6944435204255	58.1666666666667	9.15478446689316	32.1666666666667	-14.6429175388896	4.83333333333333	-0.237057244938904	0.115383333333333
A17	1767	-2.61258041781888	34.25	5.45032756913397	30	-2.57537765721567	17.75	-0.148146132937007	0.10105
A17	1770	-4.28788387995386	25.6666666666667	2.59107251919893	19.5	-12.7857951179181	0	-0.241716878151489	0.06465
A17	1777	3.85239011499834	34.25	-7.31653301007971	14	10.407629286259	27.75	0.0151919349799938	0.21765
A17	1787	17.5636888240386	46.8333333333333	7.9722522068133	25	-13.6648677749541	0.333333333333333	-0.14066691169411	0.100283333333333
A17	1788	-14.0775509506361	29.25	-2.53281185165234	25.25	-23.3083846006904	0	-0.274516299559405	0.030425
A17	1790	-1.95657700901561	31.1666666666667	-2.78428202066964	18.5	8.1840402877668	25.3333333333333	0.585184766796476	0.84105
A17	1791	-0.585900891782798	27.5	-1.81337797182627	16.8333333333333	9.82734237309715	24.5	0.224269729229974	0.427
A17	1792	-5.03919493553908	31.6666666666667	-8.1242305328747	14.8333333333333	5.51666644846425	24.1666666666667	0.402587989048211	0.695616666666667
A17	1793	18.2941383977942	55	4.70910280045864	27.6666666666667	28.0166664484642	46.6666666666667	0.149474083999321	0.44105
A17	1794	-9.22293855305105	28.6666666666667	-5.00526702090178	16.3333333333333	3.3577896337463	21.3333333333333	0.0370513996410453	0.362
A17	1795	-4.84673301109229	26.375	-6.32586325504286	12.875	8.33902684529552	22.625	0.480366380334108	0.77665
A17	1796	7.42037513549375	41	-2.68317407371091	16.5	17.1797942627294	33.1666666666667	0.512552977224292	0.790666666666667
A17	1803	-25.8471488283555	12	-11.570968940197	9.16666666666667	-11.7751735862037	4.5	-0.108638915629452	0.256083333333333
A17	1804	22.9254887429565	61.5	15.7802199581505	37	-16.596471042551	0.166666666666667	-0.167093766981352	0.2136
A17	1808	-8.27542662493713	16	-6.05682504115306	15	-5.78438574715614	8.5	-0.139358065020006	0.0631
A17	1810	11.8767563243177	45	-0.284282020669638	21	17.0173736211001	34.1666666666667	0.00816810012980929	0.264033333333333
A17	1819	3.64823147581594	37	3.90009701142392	27.1666666666667	10.4006923031736	27.5	0.42221658991128	0.72125
A17	1855	-5.05627188638439	32.8333333333333	-7.00526702090178	14.3333333333333	-17.8088770329204	0.166666666666667	-0.268110467190639	0.0471666666666667
A17	1883	17.3186537957299	58.8333333333333	-2.11284694714495	21.5	24.6567123477271	45.8333333333333	0.0894760548518086	0.3765
A17	1903	22.735469098168	57	-0.897687094658616	18.1666666666667	-14.7744664135678	0	-0.222173600358955	0.102775
A17	1919	-7.60954072422627	24.5	0.763359378936822	18.75	10.2198692342571	24	-0.0349486003589547	0.29
A17	1927	-2.51467953760344	39	-3.61284694714495	20	0.156712347727105	21.3333333333333	-0.16021398391768	0.1781
A17	2119	-5.14400342037063	31.3333333333333	-1.14194289830159	19.8333333333333	5.96668109972413	24.6666666666667	0.0164728326000734	0.266333333333333
