pool	USDA1157	USDA1021	KH35C	HM006-1	1819	1790	1760	1751	1724	1464	1397	1456	1415	1533	1623	1919	1222	1519	1883	1561	1215	1200	1710	1793	1212	M162	1107	1248	1158	1614	T073	1180	1581	1027	1206	M270	1199	1031	1491	1195	3085	1742	1264	1496	1497	1808	1660	1211	1191	1530	1791	1659	1170	1550	1795	1594	1562	1580	1612	1616	1617	1666	KH46C	1777	1655	1688	1692	1719
C68_A17_L6	0.000683486	0.000630007	0.00148894	0.000877628	0.000803288	0.0010599	0.000494168	0.000766631	0.000513128	0.000216778	0.000416903	0.000436378	0.000894441	0.00109825	0.00025644	0.000871684	0.000833759	0.000758996	0.00042409	0.000440854	0.000447056	0.00058738	0.000610964	0.000956755	0.000697084	0.000231589	0.000558951	0	0.000873522	0.000260344	0.00111078	0.000252631	0.00109891	0.000935502	0.000289661	0.000192233	0.000839204	0.000552292	0.000591744	0.000375591	0.000628008	0.000733763	0.000575457	0.000761921	0.000682938	0.000279285	0.00136399	0.000597505	0.000376086	0.000962216	0.00124942	0.000111473	0.00058596	0.000973891	0.00124468	0.000265521	0.000605308	0.000916835	0.000436315	0.000563764	0.000423935	0.00048716	0.000600199	0.000446624	0.000619438	0.00049622	0.000753875	0.00039499
C68_A17_B11	0.000662962	0.000163256	0.00137551	0.000906896	0.000713161	0.000960404	0.000533126	0.000603086	0.000151793	0.000101591	7.47614e-05	0.00012428	0.000713527	0.00106929	0.000261637	0.000892546	0.000614461	0.000258932	0	0.000155021	0.000113181	0.000359021	0.000253256	5.93428e-05	9.27763e-05	0	0.000171555	0	0.000966897	0.000114686	0.00104209	0.00010215	0.000613839	0.000603291	0.00016223	9.83544e-05	5.02354e-05	0.000185089	0.000255944	0.000122958	0.000610021	0.000316453	0.000438615	0.000554707	0.000160727	9.80851e-05	0.00139714	0.00060391	8.49712e-05	0.000642816	0.00139344	0.000218773	0.000566261	0.00144037	0.00138067	0.000183307	0.000268706	0.000669819	0.000264248	0.000584639	0.000452731	0.000916444	0.000569413	0	0.000485869	0.000589566	0.000333558	0
C68_A17_LN5	0.000466965	0.000394815	0.00136084	0.000791725	0.00071957	0.000768386	0.000554793	0.000405073	0.000357373	0.000163658	0.0002254	0.000286553	0.00076179	0.00108637	0.000222792	0.000803094	0.000582929	0.000593519	0.000290668	0.000308088	0.000291762	0.00037954	0.000354128	0.000616176	0.000536009	0.000190807	0.000309792	2.75628e-05	0.000756205	0.000197865	0.000850549	0.000187419	0.000453513	0.000657403	0.000322056	0.00018539	0.000522155	0.00043453	0.000499444	0.000324598	0.000438697	0.000509232	0.000426595	0.000529291	0.000445779	0.000243103	0.00110218	0.000407254	0.000272543	0.000741658	0.00126321	0.000137431	0.000490247	0.000771252	0.00106991	0.000293741	0.000399047	0.000649931	0.000362635	0.000478786	0.000352722	0.000719495	0.000460652	0.000374625	0.000505119	0.000545368	0.00051438	0.000273195
C68_A17_LN1	0.000660187	0.000514428	0.00109721	0.000860854	0.000822711	0.000803551	0.000473869	0.000525606	0.000381208	0.000396708	0.000424825	0.000344581	0.000755495	0.000763321	0.000253643	0.000699405	0.000670616	0.000610472	0.00034518	0.000491777	0.00028335	0.000503823	0.000336713	0.000613554	0.00051818	0.000264769	0.000374883	0	0.000704035	0.000253791	0.000973733	0.000188571	0.000580509	0.000557836	0.000458999	0.000270105	0.000572801	0.000435949	0.000415278	0.000319569	0.000553864	0.000648879	0.000448363	0.000804277	0.000550617	0.000273951	0.000910128	0.000491683	0.000360187	0.000723954	0.000958744	0.000280268	0.000564284	0.0010229	0.000948264	0.000211576	0.000545037	0.000696611	0.000286451	0.000646168	0.000453448	0.000515845	0.000519779	0.000374753	0.000579832	0.000492993	0.000636417	0.000382881
C68_A17_N4	0.000511981	0.000354606	0.00120923	0.000833558	0.000674287	0.000756583	0.000645542	0.000414835	0.000333538	0.000229628	0.000351704	0.000381492	0.000778679	0.000882118	0.000171562	0.000699229	0.000573515	0.000600258	0.00030389	0.00046461	0.000287217	0.000402192	0.000362964	0.000492348	0.000462919	0.000195367	0.000250954	0	0.000615021	0.000164439	0.000735521	0.00015452	0.000744609	0.000689177	0.000436075	0.00017234	0.000457873	0.000393587	0.000444406	0.000263317	0.000557619	0.00049553	0.000440886	0.000621466	0.00047077	0.000188544	0.00102596	0.000429241	0.000213725	0.000804446	0.00121042	0.000104319	0.000426959	0.00102854	0.00116696	0.000209617	0.000372651	0.00060582	0.000336048	0.000498708	0.000359271	0.000759146	0.000609244	0.000298364	0.000499087	0.000406268	0.000466542	0.000268834
C68_A17_S12	0.000509964	0.000451801	0.00120442	0.000597866	0.000941448	0.000656609	0.000493591	0.000649301	0.000494123	0.000289318	0.00047271	0.00034362	0.000887848	0.00105629	0.000208363	0.000571328	0.000627821	0.000698506	0.000290568	0.000396628	0.000384344	0.000662181	0.00057222	0.00032745	0.000373976	0.000468931	0.000431804	2.5421e-05	0.000719664	0.00025807	0.000609292	0.000226395	0.000731116	0.000577683	0.000364162	0.000278855	0.00039047	0.000475757	0.000457285	0.000483708	0.00053115	0.00074292	0.000475038	0.000724379	0.000499684	0.000123151	0.000814379	0.000463734	0.000333917	0.00069973	0.00108478	6.04397e-05	0.000555396	0.000658309	0.00114546	0.000234897	0.000428469	0.000716773	0.000402879	0.000481466	0.000490573	0.000454472	0.00042397	0.000411286	0.000454359	0.000607112	0.000730552	0.000309363
C68_A17_LN4	0.00051202	0.000381594	0.0010762	0.000520293	0.000795883	0.000946363	0.000486531	0.000466002	0.000342099	0.000158937	0.000289148	0.000368069	0.000713845	0.000964836	0.00021909	0.000606906	0.000561136	0.000499907	0.000195912	0.000392443	0.000275349	0.000457399	0.000448756	0.000490586	0.000491067	0.000218458	0.000280503	0	0.00064604	0.00019827	0.000781087	0.00021443	0.000794225	0.000555046	0.00029336	0.000152093	0.000500316	0.000213903	0.000357641	0.00029865	0.000511291	0.000574381	0.000368991	0.000657551	0.000436128	0.000228825	0.00101493	0.000523148	0.000227179	0.000806649	0.000926126	0.00016513	0.000483809	0.000646295	0.00100543	0.000355303	0.000359647	0.000677674	0.00039739	0.000565717	0.000316996	0.000483476	0.000622666	0.000282536	0.000430288	0.000408512	0.000572108	0.000248211
C68_A17_N6	0.000494162	0.000380428	0.00126338	0.000428548	0.000726122	0.000546252	0.000345789	0.000411413	0.000329307	0.000287679	0.000315958	0.000417811	0.000788423	0.000960181	0.000160538	0.00050735	0.000599487	0.000492861	0.00030285	0.000305915	0.000343473	0.000355369	0.000411038	0.000507033	0.000430063	0.000170649	0.000269399	0	0.000480279	0.000180109	0.000738607	0.000159851	0.000632502	0.000650814	0.000259634	0.000295356	0.000515181	0.000525993	0.000439182	0.00043553	0.000415253	0.000523815	0.00039567	0.000430259	0.000374948	0.000205437	0.000562478	0.000305494	0.000235336	0.000628866	0.00109179	0.000119589	0.00041243	0.000554799	0.00127907	0.000173282	0.000277615	0.000570342	0.000338859	0.000392578	0.000397078	0.000338998	0.000420657	0.000265685	0.000396013	0.000455146	0.000547301	0.000249747
C68_A17_S10	0.00047151	0.000486748	0.000961772	0.000506791	0.000946789	0.000592118	0.000425464	0.000510831	0.000647372	0.00029488	0.000269684	0.000443153	0.000769032	0.000745326	0.000495573	0.000541938	0.000759857	0.000664199	0.000301476	0.000408866	0.000255124	0.000633562	0.000465858	0.00067099	0.000650077	0.00025993	0.000252602	0	0.000679259	0.000382619	0.000863382	0.000327507	0.000761871	0.000832865	0.000337565	0.000259741	0.000707646	0.000486924	0.000507389	0.000359609	0.000521574	0.000566218	0.000654087	0.000629637	0.000700151	0.000261621	0.00084627	0.000648622	0.00031132	0.000826369	0.000836886	0.00034132	0.000509692	0.000648554	0.000978116	0.000232416	0.000435261	0.000661837	0.00049996	0.000697689	0.000423741	0.000403613	0.000422665	0.000514666	0.000663563	0.000573454	0.00056679	0.000253187
