pool	USDA1157	USDA1021	KH35C	HM006-1	1819	1790	1760	1751	1724	1464	1397	1456	1415	1533	1623	1919	1222	1519	1883	1561	1215	1200	1710	1793	1212	M162	1107	1248	1158	1614	T073	1180	1581	1027	1206	M270	1199	1031	1491	1195	3085	1742	1264	1496	1497	1808	1660	1211	1191	1530	1791	1659	1170	1550	1795	1594	1562	1580	1612	1616	1617	1666	KH46C	1777	1655	1688	1692	1719
C68_A17_L1	0.00462649	0.00236348	0.115162	0.0578521	0.0387003	0.0413242	0.0027177	0.00373171	0.00790756	0.001664	0.0139495	0.00201298	0.00740925	0.0116309	0.00875657	0.0111714	0.0229575	0.00621231	0.016105	0.00302583	0.0012825	0.00355951	0.00256625	0.0149401	0.00519233	0.000699943	0.00140719	0	0.0157193	0.00197294	0.00751083	0.000772544	0.00384633	0.0062101	0.00282281	0.00145498	0.00723446	0.00149868	0.00490113	0.00267837	0.00254977	0.0352607	0.0108543	0.0166717	0.0112004	0.00756148	0.166547	0.035048	0.00136527	0.00597566	0.0862028	0.00235935	0.00204635	0.0114226	0.0417602	0.00254073	0.00262291	0.00319694	0.00244503	0.00271695	0.00367874	0.00386677	0.0158865	0.0053093	0.0219675	0.00427824	0.00356774	0.025547
C68_A17_L2	0.0105748	0.00184029	0.0898242	0.0354506	0.0291472	0.0187771	0.00292733	0.00279266	0.0132027	0.00216662	0.00875088	0.00188037	0.00691462	0.015103	0.00463324	0.012554	0.0253161	0.00744124	0.0249003	0.00196875	0.00111444	0.00454079	0.00246832	0.0103772	0.0132885	0.000630324	0.00137822	0	0.00760555	0.00119595	0.0143595	0.000954116	0.00368865	0.00490169	0.000999762	0.00069128	0.0433052	0.00114626	0.00400907	0.00468341	0.00252435	0.0415852	0.00506478	0.0136682	0.00667647	0.0021298	0.196714	0.0154004	0.00207497	0.00586065	0.084721	0.00258085	0.00218162	0.0380022	0.0437568	0.000791865	0.00202523	0.00288046	0.00187282	0.00261668	0.00563173	0.00577745	0.0185412	0.00596221	0.0114211	0.00587005	0.00413902	0.0320244
C68_A17_L3	0.0130328	0.00131679	0.160387	0.0341384	0.0423456	0.0181742	0.00654956	0.00389625	0.00344924	0.000802041	0.00664679	0.00289045	0.0103624	0.019336	0.00139842	0.0067668	0.036291	0.00596191	0.0150985	0.00225462	0.000783716	0.0035908	0.00161183	0.0129325	0.00499313	0.00047163	0.000954427	0.00179936	0.00850876	0.000826252	0.00753177	0.000516722	0.00513655	0.00429766	0.000799967	0.000580113	0.00897093	0.000809808	0.00191467	0.00366879	0.00230988	0.0188024	0.00216997	0.0176805	0.00313653	0.00447463	0.104315	0.00732919	0.00100793	0.00528373	0.106254	0.00183082	0.00182054	0.0355725	0.123788	0.00794061	0.00169671	0.00284883	0.00121516	0.00248178	0.00630296	0.0105602	0.0104956	0.00155251	0.0136312	0.00559942	0.00279424	0.0353064
C68_A17_L4	0.00817543	0.00171747	0.141317	0.0152429	0.0236831	0.0105314	0.00301532	0.00417468	0.00164905	0.00137566	0.00448168	0.0016435	0.0111818	0.01619	0.0109589	0.0132226	0.0216851	0.00428784	0.043661	0.00306307	0.00101219	0.0102151	0.00227784	0.00968224	0.0137432	0.000834165	0.00303836	0.00148168	0.0168662	0.00242785	0.0112093	0.000619692	0.00341955	0.00633218	0.00128566	0.000839749	0.0160353	0.00113656	0.00333053	0.00163841	0.00219217	0.0373124	0.00848859	0.0190319	0.00772089	0.00177493	0.0524876	0.0304572	0.00116513	0.00589724	0.0968403	0.00245656	0.0018567	0.0131158	0.143665	0.00280618	0.00211037	0.00389606	0.00536575	0.00771139	0.00387223	0.00343938	0.0110592	0.00713279	0.0352408	0.0190484	0.00332253	0.0218492
C68_A17_L5	0.00969981	0.00229897	0.134041	0.0234586	0.0589264	0.0180881	0.00476842	0.00365676	0.033338	0.00379536	0.0252012	0.00249106	0.00891411	0.0119515	0.0189359	0.0069788	0.0280749	0.0111819	0.00822983	0.00291163	0.00212746	0.00496858	0.00295611	0.031386	0.0102841	0.000820745	0.00137707	0.0042339	0.0130196	0.00239757	0.00586468	0.00178943	0.00461792	0.00803783	0.00353442	0.000953291	0.0159086	0.0015845	0.0054974	0.00403292	0.00208205	0.0420083	0.00343275	0.0105959	0.00562169	0.00262796	0.0411875	0.0329056	0.00161459	0.00628416	0.0607768	0.00273938	0.00160176	0.0348569	0.0726304	0.000784989	0.0018433	0.00416168	0.00322838	0.00519959	0.00644824	0.00638841	0.0166797	0.0386274	0.0111938	0.00550084	0.00425842	0.0323856
C68_A17_L6	0.00548821	0.00187487	0.157626	0.0354538	0.0183248	0.0400703	0.00352916	0.00233794	0.0197577	0.00151902	0.0064173	0.00260027	0.00950204	0.0169586	0.00240244	0.00888041	0.0284375	0.00926163	0.0240309	0.00355159	0.0010409	0.0101892	0.00183183	0.0627599	0.012417	0.000604213	0.0010732	0	0.00683662	0.00122105	0.00612744	0.00121456	0.00339183	0.00425385	0.00166995	0.00081968	0.0216868	0.00124048	0.00316073	0.00461762	0.00197718	0.0285588	0.00674823	0.0175793	0.00729962	0.00462264	0.111499	0.0128266	0.0012944	0.00522446	0.0581296	0.000312367	0.00164209	0.0280588	0.0907355	0.00410548	0.00188435	0.00309521	0.00148416	0.00220498	0.00519747	0.00592916	0.0103217	0.0106717	0.0109171	0.00629372	0.00310016	0.0141053
C68_A17_LN1	0.0245931	0.00192602	0.112746	0.0592222	0.0358979	0.0107775	0.00680296	0.0143468	0.0110743	0.000878037	0.0134168	0.00584261	0.00888187	0.0238472	0.00376851	0.0217601	0.027017	0.00949223	0.0175561	0.00244003	0.00431433	0.00632078	0.00368358	0.0280002	0.0159306	0.000668872	0.00114983	0	0.00884581	0.00159947	0.00893907	0.000920903	0.00636628	0.00583317	0.00113746	0.000826941	0.0062491	0.00128067	0.0032575	0.00424724	0.00222546	0.0363837	0.00309388	0.0367333	0.00339001	0.00203652	0.0533003	0.010207	0.00156052	0.00627634	0.0472732	0.011676	0.00228766	0.0761014	0.0740287	0.00382093	0.00186247	0.00359517	0.00329965	0.00261832	0.00929368	0.00625171	0.0120854	0.0138158	0.0179319	0.00381904	0.0040155	0.0291574
C68_A17_LN2	0.00926101	0.00208036	0.114685	0.080415	0.0253364	0.0165946	0.00329157	0.00281844	0.00531301	0.000942231	0.0196322	0.00200868	0.00980909	0.0192801	0.00450081	0.00843631	0.0208282	0.00693827	0.0179001	0.00317072	0.00151634	0.00465953	0.00286906	0.00815041	0.00222104	0.000732041	0.0012512	0.00165	0.0151559	0.00183417	0.00608964	0.00060809	0.00350934	0.00369107	0.00129907	0.000848218	0.00198075	0.00142678	0.00297428	0.00271924	0.00195073	0.0567232	0.00708376	0.0259341	0.00603264	0.000528057	0.0596949	0.0274306	0.00682386	0.00560365	0.0930386	0.00107778	0.00165915	0.0386719	0.132608	0.000680704	0.00158721	0.00282799	0.00352694	0.00251476	0.00494963	0.00785378	0.0164847	0.00212976	0.00725249	0.00571984	0.00437278	0.0368096
C68_A17_LN3	0.00462615	0.00172565	0.158539	0.0308473	0.0401412	0.0194634	0.0030994	0.00501968	0.00977701	0.000846963	0.00267371	0.00312469	0.012261	0.0188669	0.00312393	0.00925053	0.0274673	0.0036699	0.0185451	0.00319213	0.000926886	0.0189171	0.00107708	0.0270044	0.0205015	0.000574831	0.00135823	0	0.00779775	0.00156474	0.0058491	0.000890381	0.00388424	0.00515311	0.0012196	0.000761549	0.00849969	0.00115793	0.00347158	0.00263418	0.00222262	0.00943626	0.00513663	0.0156316	0.00378587	0.00272244	0.104904	0.00911437	0.00280715	0.0053311	0.127671	0.00024561	0.00175398	0.0267078	0.104463	0.00231767	0.00208398	0.00339752	0.00162496	0.00244496	0.00354057	0.00339608	0.00931494	0.013111	0.0147303	0.00300538	0.00185494	0.027739
